player,player_key,team,team_key,game,game_key,market,line,odds,book,consensus_odds,trusted_books_count,trusted_books,raw_books_seen,removed_outliers,odds_quality,source_file
Jacob Young,jacob young,Washington Nationals,washington nationals,Washington Nationals @ Cincinnati Reds,washington nationals @ cincinnati reds,HR,0.5,1600,FanDuel,1190,4,FanDuel:+1600 | DraftKings:+1280 | Caesars:+1100 | BetMGM:+1050,FanDuel:+1600 | DraftKings:+1280 | Caesars:+1100 | BetMGM:+1050 | FanDuel:+1600,1,USABLE_CONSENSUS,sgo_best_lines.csv
Luke Keaschall,luke keaschall,Minnesota Twins,minnesota twins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,1360,DraftKings,1200,4,DraftKings:+1360 | FanDuel:+1300 | Caesars:+1100 | BetMGM:+1000,DraftKings:+1360 | FanDuel:+1300 | Caesars:+1100 | BetMGM:+1000 | DraftKings:+1360,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Tyler Heineman,tyler heineman,Toronto Blue Jays,toronto blue jays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1280,DraftKings,1205,4,DraftKings:+1280 | FanDuel:+1260 | BetMGM:+1150 | Caesars:+1100,DraftKings:+1280 | FanDuel:+1260 | BetMGM:+1150 | Caesars:+1100,0,CLEAN_CONSENSUS,sgo_best_lines.csv
Taylor Walls,taylor walls,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,1300,FanDuel,1240,4,FanDuel:+1300 | DraftKings:+1280 | BetMGM:+1200 | Caesars:+1100,FanDuel:+1300 | DraftKings:+1280 | FanDuel:+1200 | BetMGM:+1200 | BetMGM:+1150 | DraftKings:+1120 | Caesars:+1100 | Caesars:+1100,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Luis Arraez,luis arraez,San Francisco Giants,san francisco giants,San Francisco Giants @ Los Angeles Dodgers,san francisco giants @ los angeles dodgers,HR,0.5,1500,DraftKings,1275,4,DraftKings:+1500 | FanDuel:+1300 | BetMGM:+1250 | Caesars:+1100,DraftKings:+1500 | FanDuel:+1300 | BetMGM:+1250 | Caesars:+1100 | DraftKings:+1500,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Austin Martin,austin martin,Minnesota Twins,minnesota twins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,1800,BetMGM,1280,4,BetMGM:+1800 | Caesars:+1300 | FanDuel:+1260 | DraftKings:+1220,BetMGM:+1800 | Caesars:+1300 | FanDuel:+1260 | DraftKings:+1220 | BetMGM:+1800,1,USABLE_CONSENSUS,sgo_best_lines.csv
Luis Rengifo,luis rengifo,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,1500,BetMGM,1280,4,BetMGM:+1500 | Caesars:+1300 | DraftKings:+1260 | FanDuel:+1120,BetMGM:+1500 | Caesars:+1300 | DraftKings:+1260 | FanDuel:+1120 | FanDuel:+980 | DraftKings:+930 | Caesars:+850 | BetMGM:+1500,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Tyler Freeman,tyler freeman,Colorado Rockies,colorado rockies,Colorado Rockies @ Pittsburgh Pirates,colorado rockies @ pittsburgh pirates,HR,0.5,1560,DraftKings,1300,4,DraftKings:+1560 | FanDuel:+1300 | Caesars:+1300 | BetMGM:+1200,DraftKings:+1560 | FanDuel:+1300 | Caesars:+1300 | BetMGM:+1200 | DraftKings:+1560,1,CLEANED_CONSENSUS,sgo_best_lines.csv
David Hamilton,david hamilton,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,1600,BetMGM,1400,4,BetMGM:+1600 | DraftKings:+1500 | FanDuel:+1300 | Caesars:+1300,BetMGM:+1600 | DraftKings:+1500 | FanDuel:+1300 | Caesars:+1300 | FanDuel:+1300 | DraftKings:+1200 | Caesars:+950 | BetMGM:+800 | BetMGM:+1600,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Victor Scott II,victor scott,St Louis Cardinals,st louis cardinals,St. Louis Cardinals @ Athletics,st louis cardinals @ athletics,HR,0.5,2200,BetMGM,1580,4,BetMGM:+2200 | DraftKings:+1660 | Caesars:+1500 | FanDuel:+1500,BetMGM:+2200 | DraftKings:+1660 | Caesars:+1500 | FanDuel:+1500 | FanDuel:+1200 | DraftKings:+1120 | Caesars:+1100 | BetMGM:+2200,4,CLEANED_CONSENSUS,sgo_best_lines.csv
Sal Frelick,sal frelick,Milwaukee Brewers,milwaukee brewers,San Diego Padres @ Milwaukee Brewers,san diego padres @ milwaukee brewers,HR,0.5,2000,Caesars,1940,4,Caesars:+2000 | DraftKings:+1980 | BetMGM:+1900 | FanDuel:+1800,Caesars:+2000 | DraftKings:+1980 | BetMGM:+1900 | FanDuel:+1800 | FanDuel:+1200 | DraftKings:+1160 | BetMGM:+1000 | Caesars:+950 | Caesars:+2000,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Chandler Simpson,chandler simpson,Tampa Bay Rays,tampa bay rays,Tampa Bay Rays @ Toronto Blue Jays,tampa bay rays @ toronto blue jays,HR,0.5,2200,DraftKings,2100,4,DraftKings:+2200 | BetMGM:+2200 | Caesars:+2000 | FanDuel:+1800,FanDuel:+2500 | DraftKings:+2200 | BetMGM:+2200 | Caesars:+2000 | BetMGM:+2000 | Caesars:+2000 | FanDuel:+1800 | DraftKings:+1600 | FanDuel:+2500,5,CLEANED_CONSENSUS,sgo_best_lines.csv
Mookie Betts,mookie betts,Los Angeles Dodgers,los angeles dodgers,San Francisco Giants @ Los Angeles Dodgers,san francisco giants @ los angeles dodgers,HR,0.5,390,BetMGM,330,3,BetMGM:+390 | Caesars:+330 | DraftKings:+319,BetMGM:+390 | Caesars:+330 | DraftKings:+319 | BetMGM:+390,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Brandon Nimmo,brandon nimmo,Texas Rangers,texas rangers,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,573,DraftKings,520,3,DraftKings:+573 | FanDuel:+520 | Caesars:+500,DraftKings:+573 | FanDuel:+520 | Caesars:+500 | DraftKings:+573,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Moisés Ballesteros,moises ballesteros,Chicago Cubs,chicago cubs,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,610,FanDuel,584,3,FanDuel:+610 | DraftKings:+584 | Caesars:+575,FanDuel:+610 | DraftKings:+584 | Caesars:+575 | FanDuel:+610,1,CLEANED_CONSENSUS,sgo_best_lines.csv
Ha-Seong Kim,ha seong kim,Atlanta Braves,atlanta braves,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,680,DraftKings,650,3,DraftKings:+680 | FanDuel:+650 | Caesars:+625,DraftKings:+680 | FanDuel:+650 | Caesars:+625,0,NORMAL_CONSENSUS,sgo_best_lines.csv
Cesar Prieto,cesar prieto,St Louis Cardinals,st louis cardinals,Milwaukee Brewers @ St. Louis Cardinals,milwaukee brewers @ st louis cardinals,HR,0.5,920,FanDuel,860,3,FanDuel:+920 | DraftKings:+860 | Caesars:+850,FanDuel:+920 | DraftKings:+860 | Caesars:+850,0,NORMAL_CONSENSUS,sgo_best_lines.csv
Xavier Edwards,xavier edwards,Miami Marlins,miami marlins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,950,Caesars,920,3,Caesars:+950 | FanDuel:+920 | DraftKings:+850,BetMGM:+1500 | Caesars:+950 | FanDuel:+920 | DraftKings:+850 | BetMGM:+1500,2,CLEANED_CONSENSUS,sgo_best_lines.csv
Vidal Bruján,vidal brujan,New York Mets,new york mets,Detroit Tigers @ New York Mets,detroit tigers @ new york mets,HR,0.5,1050,BetMGM,1000,3,BetMGM:+1050 | DraftKings:+1000 | Caesars:+950,BetMGM:+1050 | DraftKings:+1000 | Caesars:+950,0,NORMAL_CONSENSUS,sgo_best_lines.csv
Christopher Morel,christopher morel,Miami Marlins,miami marlins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,520,FanDuel,510,2,FanDuel:+520 | Caesars:+500,FanDuel:+520 | Caesars:+500 | FanDuel:+520,1,USABLE_CONSENSUS,sgo_best_lines.csv
Heriberto Hernández,heriberto hernandez,Miami Marlins,miami marlins,Miami Marlins @ Minnesota Twins,miami marlins @ minnesota twins,HR,0.5,598,DraftKings,587,2,DraftKings:+598 | Caesars:+575,DraftKings:+598 | Caesars:+575 | DraftKings:+598,1,USABLE_CONSENSUS,sgo_best_lines.csv
Mike Yastrzemski,mike yastrzemski,Atlanta Braves,atlanta braves,Chicago Cubs @ Atlanta Braves,chicago cubs @ atlanta braves,HR,0.5,620,DraftKings,598,2,DraftKings:+620 | Caesars:+575,DraftKings:+620 | Caesars:+575 | DraftKings:+620,1,USABLE_CONSENSUS,sgo_best_lines.csv
César Salazar,cesar salazar,Houston Astros,houston astros,Seattle Mariners @ Houston Astros,seattle mariners @ houston astros,HR,0.5,750,Caesars,705,2,Caesars:+750 | DraftKings:+660,Caesars:+750 | DraftKings:+660 | Caesars:+750,1,USABLE_CONSENSUS,sgo_best_lines.csv
James McCann,james mccann,Arizona Diamondbacks,arizona diamondbacks,Arizona Diamondbacks @ Texas Rangers,arizona diamondbacks @ texas rangers,HR,0.5,950,DraftKings,900,2,DraftKings:+950 | Caesars:+850,DraftKings:+950 | Caesars:+850 | DraftKings:+950,1,USABLE_CONSENSUS,sgo_best_lines.csv
