rank,game,stack_size,players,teams,pitcher,stack_type,simulation_stack_type,base_stack_score,avg_player_hr_probability,simulated_any_hr_probability,simulated_all_hr_probability,adjusted_all_hr_probability,correlation_boost,avg_ev_percent,simulation_stack_score,simulation_stack_grade,payout_profile
3717,Tampa Bay Rays @ Toronto Blue Jays,4,George Springer + Tyler Heineman + Jonathan Aranda + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.58,5.66%,20.83%,0.0009%,0.0011%,17.81%,-51.15%,47.37,SIM_THIN_4MAN,NO_ODDS
3718,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Junior Caminero + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.68,6.20%,22.66%,0.0012%,0.0014%,17.28%,-53.86%,47.36,SIM_THIN_4MAN,NO_ODDS
3719,Tampa Bay Rays @ Toronto Blue Jays,2,Andrés Giménez + Ernie Clement,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.66,4.62%,9.03%,0.2134%,0.2539%,18.99%,-41.84%,47.35,SIM_THIN_2MAN,NO_ODDS
3720,Tampa Bay Rays @ Toronto Blue Jays,3,Daulton Varsho + Junior Caminero + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.15,6.74%,18.97%,0.0240%,0.0283%,17.54%,-55.74%,47.35,SIM_THIN_3MAN,NO_ODDS
3721,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Andrés Giménez + Tyler Heineman + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.55,5.05%,18.76%,0.0005%,0.0007%,18.34%,-46.24%,47.34,SIM_THIN_4MAN,NO_ODDS
3722,Tampa Bay Rays @ Toronto Blue Jays,2,Vladimir Guerrero Jr. + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.39,6.59%,12.79%,0.3914%,0.4620%,18.04%,-52.47%,47.34,SIM_THIN_2MAN,NO_ODDS
3723,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Andrés Giménez + Jonathan Aranda + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.91,5.52%,20.34%,0.0009%,0.0010%,17.89%,-50.06%,47.32,SIM_THIN_4MAN,NO_ODDS
3724,Tampa Bay Rays @ Toronto Blue Jays,2,Andrés Giménez + Junior Caminero,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.73,6.64%,12.87%,0.4032%,0.4756%,17.95%,-48.19%,47.31,SIM_THIN_2MAN,NO_ODDS
3725,Tampa Bay Rays @ Toronto Blue Jays,3,Daulton Varsho + Ernie Clement + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.66,5.77%,16.37%,0.0169%,0.0200%,18.32%,-50.19%,47.30,SIM_THIN_3MAN,NO_ODDS
3726,Tampa Bay Rays @ Toronto Blue Jays,3,George Springer + Junior Caminero + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.07,6.74%,18.97%,0.0241%,0.0283%,17.50%,-56.19%,47.26,SIM_THIN_3MAN,NO_ODDS
3727,San Francisco Giants @ Los Angeles Dodgers,3,Andy Pages + Rafael Devers + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.58,7.39%,20.66%,0.0342%,0.0400%,16.73%,-49.15%,47.25,SIM_THIN_3MAN,NO_ODDS
3728,Tampa Bay Rays @ Toronto Blue Jays,3,George Springer + Ernie Clement + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.58,5.77%,16.38%,0.0169%,0.0200%,18.28%,-50.64%,47.22,SIM_THIN_3MAN,NO_ODDS
3729,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Ernie Clement + Tyler Heineman + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.47,5.01%,18.61%,0.0005%,0.0006%,18.32%,-45.87%,47.21,SIM_THIN_4MAN,NO_ODDS
3730,San Francisco Giants @ Los Angeles Dodgers,3,Dalton Rushing + Casey Schmitt + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.85,7.25%,20.27%,0.0341%,0.0399%,16.80%,-48.24%,47.21,SIM_THIN_3MAN,NO_ODDS
3731,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Andrés Giménez + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.83,5.52%,20.38%,0.0007%,0.0009%,17.86%,-52.00%,47.20,SIM_THIN_4MAN,NO_ODDS
3732,Tampa Bay Rays @ Toronto Blue Jays,2,Andrés Giménez + Tyler Heineman,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.25,4.63%,9.05%,0.2143%,0.2548%,18.88%,-39.92%,47.19,SIM_THIN_2MAN,NO_ODDS
3733,Tampa Bay Rays @ Toronto Blue Jays,3,Daulton Varsho + Tyler Heineman + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.39,5.78%,16.39%,0.0170%,0.0201%,18.25%,-48.91%,47.19,SIM_THIN_3MAN,NO_ODDS
3734,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Ernie Clement + Jonathan Aranda + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.82,5.47%,20.19%,0.0008%,0.0010%,17.86%,-49.70%,47.19,SIM_THIN_4MAN,NO_ODDS
3735,Tampa Bay Rays @ Toronto Blue Jays,4,Andrés Giménez + Ernie Clement + Junior Caminero + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.40,5.58%,20.57%,0.0008%,0.0010%,17.79%,-49.54%,47.19,SIM_THIN_4MAN,NO_ODDS
3736,San Francisco Giants @ Los Angeles Dodgers,2,Freddie Freeman + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.46,7.31%,14.16%,0.4672%,0.5473%,17.14%,-45.69%,47.13,SIM_THIN_2MAN,NO_ODDS
3737,San Francisco Giants @ Los Angeles Dodgers,2,Kyle Tucker + Rafael Devers,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.14,7.54%,14.52%,0.5636%,0.6596%,17.02%,-52.55%,47.13,SIM_THIN_2MAN,NO_ODDS
3738,San Francisco Giants @ Los Angeles Dodgers,2,Teoscar Hernández + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.06,7.55%,14.61%,0.4894%,0.5726%,17.00%,-48.41%,47.13,SIM_THIN_2MAN,NO_ODDS
3739,Tampa Bay Rays @ Toronto Blue Jays,3,George Springer + Tyler Heineman + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.31,5.78%,16.40%,0.0170%,0.0201%,18.21%,-49.36%,47.11,SIM_THIN_3MAN,NO_ODDS
3740,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Tyler Heineman + Jonathan Aranda + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.61,5.48%,20.20%,0.0008%,0.0010%,17.81%,-48.74%,47.11,SIM_THIN_4MAN,NO_ODDS
3741,Tampa Bay Rays @ Toronto Blue Jays,4,Andrés Giménez + Tyler Heineman + Junior Caminero + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.20,5.58%,20.59%,0.0008%,0.0010%,17.74%,-48.58%,47.11,SIM_THIN_4MAN,NO_ODDS
3742,Tampa Bay Rays @ Toronto Blue Jays,4,Daulton Varsho + Junior Caminero + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.52,6.19%,22.63%,0.0011%,0.0013%,17.23%,-56.98%,47.09,SIM_THIN_4MAN,NO_ODDS
3743,Tampa Bay Rays @ Toronto Blue Jays,3,Jesús Sánchez + Andrés Giménez + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.75,5.59%,15.88%,0.0161%,0.0190%,18.31%,-47.91%,47.08,SIM_THIN_3MAN,NO_ODDS
3744,San Francisco Giants @ Los Angeles Dodgers,3,Dalton Rushing + Heliot Ramos + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.81,7.19%,20.09%,0.0333%,0.0389%,16.80%,-48.03%,47.08,SIM_THIN_3MAN,NO_ODDS
3745,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Ernie Clement + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.74,5.47%,20.23%,0.0007%,0.0008%,17.84%,-51.63%,47.07,SIM_THIN_4MAN,NO_ODDS
3746,Tampa Bay Rays @ Toronto Blue Jays,2,Ernie Clement + Junior Caminero,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.56,6.55%,12.70%,0.3878%,0.4572%,17.91%,-47.45%,47.06,SIM_THIN_2MAN,NO_ODDS
3747,Tampa Bay Rays @ Toronto Blue Jays,4,George Springer + Junior Caminero + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.47,6.19%,22.64%,0.0011%,0.0013%,17.20%,-57.31%,47.03,SIM_THIN_4MAN,NO_ODDS
3748,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Tyler Heineman + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.54,5.48%,20.24%,0.0007%,0.0008%,17.79%,-50.67%,46.99,SIM_THIN_4MAN,NO_ODDS
3749,Tampa Bay Rays @ Toronto Blue Jays,4,Ernie Clement + Tyler Heineman + Junior Caminero + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.11,5.54%,20.44%,0.0008%,0.0009%,17.71%,-48.21%,46.98,SIM_THIN_4MAN,NO_ODDS
3750,Tampa Bay Rays @ Toronto Blue Jays,3,Jesús Sánchez + Junior Caminero + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.11,6.50%,18.33%,0.0219%,0.0258%,17.50%,-52.97%,46.96,SIM_THIN_3MAN,NO_ODDS
3751,Tampa Bay Rays @ Toronto Blue Jays,2,Ernie Clement + Tyler Heineman,Toronto Blue Jays,Griffin Jax,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,52.07,4.54%,8.87%,0.2061%,0.2449%,18.84%,-39.19%,46.94,SIM_THIN_2MAN,NO_ODDS
3752,Tampa Bay Rays @ Toronto Blue Jays,3,Jesús Sánchez + Ernie Clement + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.63,5.53%,15.72%,0.0154%,0.0183%,18.28%,-47.42%,46.91,SIM_THIN_3MAN,NO_ODDS
3753,Tampa Bay Rays @ Toronto Blue Jays,4,Daulton Varsho + Andrés Giménez + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.76,5.42%,20.03%,0.0007%,0.0008%,17.84%,-53.13%,46.91,SIM_THIN_4MAN,NO_ODDS
3754,Tampa Bay Rays @ Toronto Blue Jays,3,Vladimir Guerrero Jr. + Andrés Giménez + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.64,5.59%,15.92%,0.0139%,0.0164%,18.28%,-50.49%,46.90,SIM_THIN_3MAN,NO_ODDS
3755,Tampa Bay Rays @ Toronto Blue Jays,2,Tyler Heineman + Junior Caminero,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.14,6.55%,12.72%,0.3895%,0.4588%,17.80%,-45.53%,46.89,SIM_THIN_2MAN,NO_ODDS
3756,San Francisco Giants @ Los Angeles Dodgers,3,Teoscar Hernández + Rafael Devers + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.37,7.31%,20.45%,0.0335%,0.0390%,16.65%,-51.35%,46.85,SIM_THIN_3MAN,NO_ODDS
3757,Tampa Bay Rays @ Toronto Blue Jays,4,George Springer + Andrés Giménez + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.70,5.42%,20.04%,0.0007%,0.0008%,17.82%,-53.47%,46.84,SIM_THIN_4MAN,NO_ODDS
3758,San Francisco Giants @ Los Angeles Dodgers,3,Freddie Freeman + Rafael Devers + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.64,7.16%,20.03%,0.0320%,0.0373%,16.74%,-49.54%,46.84,SIM_THIN_3MAN,NO_ODDS
3759,Tampa Bay Rays @ Toronto Blue Jays,2,Daulton Varsho + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.25,6.39%,12.41%,0.3734%,0.4406%,18.00%,-54.73%,46.81,SIM_THIN_2MAN,NO_ODDS
3760,Tampa Bay Rays @ Toronto Blue Jays,3,Jesús Sánchez + Tyler Heineman + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.35,5.54%,15.74%,0.0155%,0.0183%,18.21%,-46.14%,46.80,SIM_THIN_3MAN,NO_ODDS
3761,San Francisco Giants @ Los Angeles Dodgers,3,Mookie Betts + Casey Schmitt + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.44,7.30%,20.38%,0.0346%,0.0404%,16.64%,-51.93%,46.80,SIM_THIN_3MAN,NO_ODDS
3762,San Francisco Giants @ Los Angeles Dodgers,2,Casey Schmitt + Rafael Devers,San Francisco Giants,Shohei Ohtani,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,47.59,7.45%,14.34%,0.5506%,0.6397%,16.18%,-52.45%,46.77,SIM_THIN_2MAN,NO_ODDS
3763,Tampa Bay Rays @ Toronto Blue Jays,4,Andrés Giménez + Ernie Clement + Tyler Heineman + Jonathan Aranda,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.34,4.77%,17.77%,0.0005%,0.0006%,18.33%,-44.37%,46.77,SIM_THIN_4MAN,NO_ODDS
3764,Tampa Bay Rays @ Toronto Blue Jays,4,Daulton Varsho + Ernie Clement + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.67,5.37%,19.88%,0.0007%,0.0008%,17.82%,-52.76%,46.77,SIM_THIN_4MAN,NO_ODDS
3765,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Junior Caminero + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.50,6.00%,22.02%,0.0010%,0.0012%,17.20%,-54.90%,46.77,SIM_THIN_4MAN,NO_ODDS
3766,Tampa Bay Rays @ Toronto Blue Jays,3,Vladimir Guerrero Jr. + Ernie Clement + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.53,5.53%,15.76%,0.0133%,0.0158%,18.25%,-50.00%,46.74,SIM_THIN_3MAN,NO_ODDS
3767,Tampa Bay Rays @ Toronto Blue Jays,2,Junior Caminero + Jonathan Aranda,Tampa Bay Rays,Dylan Cease,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,48.51,6.93%,13.41%,0.4537%,0.5297%,16.75%,-55.16%,46.71,SIM_THIN_2MAN,NO_ODDS
3768,Tampa Bay Rays @ Toronto Blue Jays,4,George Springer + Ernie Clement + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.61,5.38%,19.89%,0.0007%,0.0008%,17.79%,-53.10%,46.71,SIM_THIN_4MAN,NO_ODDS
3769,Tampa Bay Rays @ Toronto Blue Jays,2,George Springer + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.13,6.39%,12.42%,0.3738%,0.4409%,17.95%,-55.41%,46.69,SIM_THIN_2MAN,NO_ODDS
3770,Tampa Bay Rays @ Toronto Blue Jays,4,Daulton Varsho + Tyler Heineman + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.46,5.38%,19.89%,0.0007%,0.0008%,17.77%,-51.81%,46.69,SIM_THIN_4MAN,NO_ODDS
3771,San Francisco Giants @ Los Angeles Dodgers,3,Casey Schmitt + Heliot Ramos + Harrison Bader,San Francisco Giants,Shohei Ohtani,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,47.59,6.87%,19.26%,0.0298%,0.0346%,16.18%,-49.19%,46.67,SIM_THIN_3MAN,NO_ODDS
3772,San Francisco Giants @ Los Angeles Dodgers,3,Mookie Betts + Heliot Ramos + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.40,7.23%,20.21%,0.0338%,0.0394%,16.63%,-51.72%,46.67,SIM_THIN_3MAN,NO_ODDS
3773,Tampa Bay Rays @ Toronto Blue Jays,3,Vladimir Guerrero Jr. + Tyler Heineman + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.25,5.54%,15.78%,0.0134%,0.0158%,18.18%,-48.72%,46.63,SIM_THIN_3MAN,NO_ODDS
3774,Tampa Bay Rays @ Toronto Blue Jays,4,George Springer + Tyler Heineman + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.40,5.38%,19.90%,0.0007%,0.0008%,17.74%,-52.14%,46.63,SIM_THIN_4MAN,NO_ODDS
3775,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Andrés Giménez + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.65,5.32%,19.72%,0.0006%,0.0007%,17.78%,-53.04%,46.60,SIM_THIN_4MAN,NO_ODDS
3776,San Francisco Giants @ Los Angeles Dodgers,2,Heliot Ramos + Rafael Devers,San Francisco Giants,Shohei Ohtani,TEAMMATE_HR_STACK,LOW_CORRELATION_STACK,47.53,7.34%,14.15%,0.5369%,0.6238%,16.17%,-52.13%,46.57,SIM_THIN_2MAN,NO_ODDS
3777,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Andrés Giménez + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.73,5.24%,19.40%,0.0006%,0.0008%,17.81%,-51.05%,46.57,SIM_THIN_4MAN,NO_ODDS
3778,San Francisco Giants @ Los Angeles Dodgers,3,Kyle Tucker + Casey Schmitt + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.66,7.00%,19.60%,0.0312%,0.0365%,16.75%,-49.47%,46.57,SIM_THIN_3MAN,NO_ODDS
3779,Tampa Bay Rays @ Toronto Blue Jays,3,Daulton Varsho + Andrés Giménez + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.55,5.46%,15.55%,0.0132%,0.0156%,18.25%,-52.00%,46.54,SIM_THIN_3MAN,NO_ODDS
3780,Tampa Bay Rays @ Toronto Blue Jays,3,Vladimir Guerrero Jr. + Jonathan Aranda + Yandy Díaz,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.39,6.16%,17.41%,0.0207%,0.0244%,17.57%,-53.82%,46.48,SIM_THIN_3MAN,NO_ODDS
3781,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Ernie Clement + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.56,5.28%,19.57%,0.0006%,0.0007%,17.76%,-52.67%,46.47,SIM_THIN_4MAN,NO_ODDS
3782,Tampa Bay Rays @ Toronto Blue Jays,3,George Springer + Andrés Giménez + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.47,5.46%,15.56%,0.0132%,0.0157%,18.21%,-52.45%,46.45,SIM_THIN_3MAN,NO_ODDS
3783,Tampa Bay Rays @ Toronto Blue Jays,4,Jesús Sánchez + Ernie Clement + Jonathan Aranda + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.65,5.19%,19.25%,0.0006%,0.0007%,17.79%,-50.69%,46.45,SIM_THIN_4MAN,NO_ODDS
3784,Tampa Bay Rays @ Toronto Blue Jays,4,Andrés Giménez + Ernie Clement + Junior Caminero + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.23,5.30%,19.64%,0.0006%,0.0007%,17.72%,-50.53%,46.45,SIM_THIN_4MAN,NO_ODDS
3785,Tampa Bay Rays @ Toronto Blue Jays,3,Andrés Giménez + Junior Caminero + Jonathan Aranda,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,44.95,6.19%,17.48%,0.0214%,0.0251%,17.51%,-50.96%,46.45,SIM_THIN_3MAN,NO_ODDS
3786,San Francisco Giants @ Los Angeles Dodgers,3,Kyle Tucker + Heliot Ramos + Harrison Bader,Los Angeles Dodgers / San Francisco Giants,Robbie Ray / Shohei Ohtani,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,43.62,6.93%,19.43%,0.0305%,0.0356%,16.74%,-49.25%,46.44,SIM_THIN_3MAN,NO_ODDS
3787,Tampa Bay Rays @ Toronto Blue Jays,4,Vladimir Guerrero Jr. + Tyler Heineman + Yandy Díaz + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.35,5.28%,19.59%,0.0006%,0.0007%,17.71%,-51.71%,46.39,SIM_THIN_4MAN,NO_ODDS
3788,Tampa Bay Rays @ Toronto Blue Jays,3,Daulton Varsho + Ernie Clement + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,46.43,5.40%,15.39%,0.0127%,0.0150%,18.22%,-51.51%,46.38,SIM_THIN_3MAN,NO_ODDS
3789,Tampa Bay Rays @ Toronto Blue Jays,4,Andrés Giménez + Tyler Heineman + Junior Caminero + Jake Fraley,Toronto Blue Jays / Tampa Bay Rays,Griffin Jax / Dylan Cease,GAME_ENVIRONMENT_STACK,LOW_CORRELATION_STACK,45.02,5.31%,19.66%,0.0006%,0.0007%,17.66%,-49.57%,46.37,SIM_THIN_4MAN,NO_ODDS
