rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type,vegas_game_total,vegas_total_boost,vegas_total_match,vegas_total_game_key,vegas_total_source,pitch_type_score,pitch_type_grade,primary_pitch_match,primary_pitch_usage_pct,primary_pitch_hitter_score,primary_pitch_pitcher_weakness,best_hitter_pitch,best_hitter_pitch_score,weakest_pitcher_pitch,weakest_pitcher_pitch_score,pitcher_primary_mix,hitter_pitch_sample,pitcher_pitch_sample,pitch_type_note,bullpen_attack_score,bullpen_grade,bullpen_quality_score,bullpen_quality_grade,bullpen_fatigue_score,bullpen_fatigue_grade,bullpen_total_pitches_last_3,bullpen_innings_last_3,bullpen_pitchers_used_last_3,bullpen_relievers_20_plus,bullpen_relievers_25_plus,bullpen_relievers_30_plus,bullpen_back_to_back_relievers,bullpen_high_usage_relievers,bullpen_era,bullpen_whip,bullpen_hr_per_9,bullpen_k_per_9,bullpen_note,market_score,power_score,statcast_score,pitcher_score,park_score_model,vegas_score,lineup_score,odds_quality_score,final_score,tier
222,2026-05-13,2026,Nico Hoerner,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,away,0,Grant Holmes,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,3000,FanDuel,3.23,14.14,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Nico Hoerner"",""player_key"":""nico hoerner"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""3000"",""book"":""FanDuel"",""consensus_odds"":""2600"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+3000 | Caesars:+2600 | DraftKings:+2200"",""raw_books_seen"":""FanDuel:+3000 | Caesars:+2600 | DraftKings:+2200 | BetMGM:+1050 | FanDuel:+3000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,8,41.3,4.35,1.31,5.39,7.68,6.00,7.40,4.57,1.52,71.16,LIVE,71.16,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH,,0.00,NO_MATCH,atlanta braves vs chicago cubs,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,31.70,AVOID,36.72,RESPECT,24.77,FRESH,80,5.3,4,2,2,1,0,,3.14,1.16,1.02,8.90,Opponent bullpen AVOID | Quality RESPECT | Fatigue FRESH,21.63,0.00,55.00,71.16,58.00,50.00,50.00,52.00,14.14,LONGSHOT
223,2026-05-13,2026,Chandler Simpson,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Patrick Corbin,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,2200,FanDuel,4.35,14.14,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Chandler Simpson"",""player_key"":""chandler simpson"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""2200"",""book"":""FanDuel"",""consensus_odds"":""2200"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+2200 | DraftKings:+2200 | BetMGM:+2200 | Caesars:+2000"",""raw_books_seen"":""FanDuel:+2200 | DraftKings:+2200 | BetMGM:+2200 | Caesars:+2000 | FanDuel:+1800 | DraftKings:+1780 | Caesars:+1500 | FanDuel:+2200"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,7,34.3,3.93,1.40,4.97,6.97,4.20,5.77,2.62,0.79,45.65,NEUTRAL,45.65,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,58.06,NEUTRAL,48.88,NEUTRAL,70.74,TIRED,184,12.0,7,2,2,2,0,Tommy Nance 40 pitches 2 app | Eric Lauer 80 pitches 1 app,4.19,1.30,1.03,9.06,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue TIRED,35.62,0.00,55.00,45.65,62.00,50.00,50.00,52.00,14.14,LONGSHOT
224,2026-05-13,2026,Sal Frelick,,Milwaukee Brewers,San Diego Padres,San Diego Padres @ Milwaukee Brewers,823791,2026-05-13T23:40:00Z,Scheduled,American Family Field,home,1,Bradgley Rodriguez,Michael King,Michael King,650633,R,Michael King,650633,Jacob Misiorowski,694819,2000,FanDuel,4.76,14.09,missing,,,,,,,Milwaukee Brewers,San Diego Padres @ Milwaukee Brewers,"{""player"":""Sal Frelick"",""player_key"":""sal frelick"",""team"":""Milwaukee Brewers"",""team_key"":""milwaukee brewers"",""game"":""San Diego Padres @ Milwaukee Brewers"",""game_key"":""san diego padres @ milwaukee brewers"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""FanDuel"",""consensus_odds"":""1990"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+2000 | Caesars:+2000 | DraftKings:+1980 | BetMGM:+1900"",""raw_books_seen"":""FanDuel:+2000 | Caesars:+2000 | DraftKings:+1980 | BetMGM:+1900 | FanDuel:+1800 | Caesars:+1500 | DraftKings:+1300 | BetMGM:+900 | FanDuel:+2000"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,San Diego Padres,probable,2,20.7,1.74,0.97,3.71,7.71,3.00,6.53,2.18,0.00,9.35,AVOID,9.35,MATCH,American Family Field,American Family Field,Milwaukee Brewers,65.00,65.00,65.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,milwaukee brewers vs san diego padres,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.37,RESPECT,45.26,RESPECT,38.37,NORMAL,114,6.7,5,2,2,2,0,Matt Waldron 59 pitches 1 app,4.18,1.25,0.90,8.81,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,40.75,0.00,55.00,35.00,65.00,50.00,50.00,52.00,14.09,LONGSHOT
225,2026-05-13,2026,Zach Neto,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Slade Cecconi,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,3000,FanDuel,3.23,13.91,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Zach Neto"",""player_key"":""zach neto"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""3000"",""book"":""FanDuel"",""consensus_odds"":""2500"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+3000 | DraftKings:+2500 | Caesars:+2000"",""raw_books_seen"":""FanDuel:+3000 | DraftKings:+2500 | Caesars:+2000 | BetMGM:+400 | FanDuel:+3000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,9,45.0,5.60,1.58,5.31,9.64,4.30,7.60,3.40,1.60,76.37,ATTACK,76.37,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,64.00,LIVE,48.50,NEUTRAL,85.41,EXHAUSTED,208,10.7,10,5,3,1,0,Franco Aleman 52 pitches 2 app | Tim Herrin 26 pitches 2 app,3.85,1.28,1.21,9.42,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,21.63,0.00,55.00,76.37,47.00,50.00,50.00,52.00,13.91,LONGSHOT
226,2026-05-13,2026,José Ramírez,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Walbert Ureña,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,2000,DraftKings,4.76,13.89,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""José Ramírez"",""player_key"":""jose ramirez"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""DraftKings"",""consensus_odds"":""1600"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+2000 | FanDuel:+1600 | Caesars:+1500"",""raw_books_seen"":""DraftKings:+2000 | FanDuel:+1600 | Caesars:+1500 | BetMGM:+475 | DraftKings:+2000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,5,27.3,3.29,1.43,5.18,7.46,2.25,8.56,5.60,0.66,44.91,NEUTRAL,44.91,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,67.94,LIVE,58.68,NEUTRAL,80.73,EXHAUSTED,210,10.7,8,5,2,1,1,Alek Manoah 91 pitches 1 app | José Fermin 34 pitches 2 app,4.58,1.44,0.95,8.68,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,40.75,0.00,55.00,44.91,47.00,50.00,50.00,52.00,13.89,LONGSHOT
227,2026-05-13,2026,Brayan Rocchio,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Walbert Ureña,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,2000,DraftKings,4.76,13.89,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Brayan Rocchio"",""player_key"":""brayan rocchio"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""DraftKings"",""consensus_odds"":""2000"",""trusted_books_count"":""2"",""trusted_books"":""DraftKings:+2000 | Caesars:+2000"",""raw_books_seen"":""DraftKings:+2000 | Caesars:+2000 | BetMGM:+1050"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,5,27.3,3.29,1.43,5.18,7.46,2.25,8.56,5.60,0.66,44.91,NEUTRAL,44.91,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH,,0.00,NO_MATCH,cleveland guardians vs los angeles angels,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,67.94,LIVE,58.68,NEUTRAL,80.73,EXHAUSTED,210,10.7,8,5,2,1,1,Alek Manoah 91 pitches 1 app | José Fermin 34 pitches 2 app,4.58,1.44,0.95,8.68,Opponent bullpen LIVE | Quality NEUTRAL | Fatigue EXHAUSTED,40.75,0.00,55.00,44.91,47.00,50.00,50.00,52.00,13.89,LONGSHOT
228,2026-05-13,2026,Davis Schneider,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Shane McClanahan,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,2000,DraftKings,4.76,13.84,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Davis Schneider"",""player_key"":""davis schneider"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""DraftKings"",""consensus_odds"":""2000"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+2000 | Caesars:+2000 | FanDuel:+1600"",""raw_books_seen"":""DraftKings:+2000 | Caesars:+2000 | FanDuel:+1600 | BetMGM:+650 | DraftKings:+2000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,8,39.7,2.27,0.98,3.48,6.96,0.00,9.30,3.40,0.23,8.30,AVOID,8.30,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH,,0.00,NO_MATCH,tampa bay rays vs toronto blue jays,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.78,RESPECT,40.58,RESPECT,45.83,NORMAL,121,6.3,7,3,1,0,1,Bryan Baker 26 pitches 2 app,3.43,1.15,1.04,7.88,Opponent bullpen RESPECT | Quality RESPECT | Fatigue NORMAL,40.75,0.00,55.00,35.00,62.00,50.00,50.00,52.00,13.84,LONGSHOT
229,2026-05-13,2026,Victor Scott II,,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,825010,2026-05-14T01:40:00Z,Scheduled,Sutter Health Park,away,0,Jeffrey Springs,J.T. Ginn,J.T. Ginn,669372,R,J.T. Ginn,669372,Matthew Liberatore,669461,2200,BetMGM,4.35,13.64,missing,,,,,,,St. Louis Cardinals,Milwaukee Brewers @ St. Louis Cardinals,"{""player"":""Victor Scott II"",""player_key"":""victor scott"",""team"":""St Louis Cardinals"",""team_key"":""st louis cardinals"",""game"":""Milwaukee Brewers @ St. Louis Cardinals"",""game_key"":""milwaukee brewers @ st louis cardinals"",""market"":""HR"",""line"":""0.5"",""odds"":""2200"",""book"":""BetMGM"",""consensus_odds"":""1580"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+2200 | DraftKings:+1660 | Caesars:+1500 | FanDuel:+1500"",""raw_books_seen"":""BetMGM:+2200 | DraftKings:+1660 | Caesars:+1500 | FanDuel:+1500 | BetMGM:+2200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Athletics,probable,8,44.0,3.89,1.14,4.26,8.28,5.02,7.98,2.45,1.43,46.28,NEUTRAL,46.28,MATCH,Sutter Health Park,Sutter Health Park,Athletics,55.00,55.00,55.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,athletics vs st louis cardinals,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,42.00,RESPECT,63.73,NEUTRAL,12.00,FRESH,35,2.7,2,1,0,0,0,,4.42,1.44,1.24,8.10,Opponent bullpen RESPECT | Quality NEUTRAL | Fatigue FRESH,35.62,0.00,55.00,46.28,55.00,50.00,50.00,52.00,13.64,LONGSHOT
230,2026-05-13,2026,Jakob Marsee,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Bailey Ober,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,1900,FanDuel,5.00,13.49,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Jakob Marsee"",""player_key"":""jakob marsee"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""1900"",""book"":""FanDuel"",""consensus_odds"":""1600"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1900 | DraftKings:+1600 | Caesars:+1300"",""raw_books_seen"":""FanDuel:+1900 | DraftKings:+1600 | Caesars:+1300 | BetMGM:+725 | FanDuel:+1900"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,9,48.0,3.75,1.10,4.41,8.23,3.38,6.94,2.81,0.94,34.07,AVOID,34.07,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,miami marlins vs minnesota twins,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,52.05,NEUTRAL,57.07,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.56,1.37,0.96,7.77,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,43.75,0.00,55.00,35.00,50.00,50.00,50.00,52.00,13.49,LONGSHOT
231,2026-05-13,2026,Joe Mack,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Bailey Ober,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,1900,FanDuel,5.00,13.49,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Joe Mack"",""player_key"":""joe mack"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""1900"",""book"":""FanDuel"",""consensus_odds"":""1700"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1900 | DraftKings:+1700 | Caesars:+1500"",""raw_books_seen"":""FanDuel:+1900 | DraftKings:+1700 | Caesars:+1500 | BetMGM:+650 | FanDuel:+1900"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,9,48.0,3.75,1.10,4.41,8.23,3.38,6.94,2.81,0.94,34.07,AVOID,34.07,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,miami marlins vs minnesota twins,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,52.05,NEUTRAL,57.07,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.56,1.37,0.96,7.77,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,43.75,0.00,55.00,35.00,50.00,50.00,50.00,52.00,13.49,LONGSHOT
232,2026-05-13,2026,Luke Keaschall,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Eury Pérez,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,2700,FanDuel,3.57,13.01,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Luke Keaschall"",""player_key"":""luke keaschall"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""2700"",""book"":""FanDuel"",""consensus_odds"":""2000"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+2700 | Caesars:+2000 | DraftKings:+1900"",""raw_books_seen"":""FanDuel:+2700 | Caesars:+2000 | DraftKings:+1900 | BetMGM:+800 | FanDuel:+2700"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,9,46.0,4.50,1.35,4.64,8.63,4.30,10.17,4.70,1.37,60.59,LIVE,60.59,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,miami marlins vs minnesota twins,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,31.20,AVOID,45.10,RESPECT,12.00,FRESH,44,3.0,3,1,1,0,0,,4.07,1.26,0.83,8.49,Opponent bullpen AVOID | Quality RESPECT | Fatigue FRESH,25.87,0.00,55.00,60.59,50.00,50.00,50.00,52.00,13.01,LONGSHOT
233,2026-05-13,2026,Xavier Edwards,,Miami Marlins,Minnesota Twins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,away,0,Bailey Ober,Simeon Woods Richardson,Simeon Woods Richardson,680573,R,Simeon Woods Richardson,680573,Max Meyer,676974,2000,FanDuel,4.76,12.85,missing,,,,,,,Miami Marlins,Miami Marlins @ Minnesota Twins,"{""player"":""Xavier Edwards"",""player_key"":""xavier edwards"",""team"":""Miami Marlins"",""team_key"":""miami marlins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""2000"",""book"":""FanDuel"",""consensus_odds"":""1500"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+2000 | DraftKings:+1500 | Caesars:+1500"",""raw_books_seen"":""FanDuel:+2000 | DraftKings:+1500 | Caesars:+1500 | BetMGM:+900 | FanDuel:+2000"",""removed_outliers"":""2"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Minnesota Twins,probable,9,48.0,3.75,1.10,4.41,8.23,3.38,6.94,2.81,0.94,34.07,AVOID,34.07,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH,,0.00,NO_MATCH,miami marlins vs minnesota twins,best_lines.csv,,NO MATCH,,,,,,,,,,,,No pitch type matchup row found,52.05,NEUTRAL,57.07,NEUTRAL,45.12,NORMAL,152,8.0,5,3,2,2,0,Kendry Rojas 60 pitches 1 app | Travis Adams 43 pitches 1 app,4.56,1.37,0.96,7.77,Opponent bullpen NEUTRAL | Quality NEUTRAL | Fatigue NORMAL,40.75,0.00,55.00,35.00,50.00,50.00,50.00,52.00,12.85,LONGSHOT
